state,place,date,confirmed,tested,daily_confirmed,daily_tested,tpr,text
India,tt,2020-11-14,8814937,124836819,41692,805589,0.0517534375469377,Date: Nov 14<br>TPR:  5.18%
India,tt,2020-11-15,8845618,125698525,30681,861706,0.0356049511086148,Date: Nov 15<br>TPR:  3.56%
India,tt,2020-11-16,8874227,126542907,28609,844382,0.0338815844013728,Date: Nov 16<br>TPR:  3.39%
India,tt,2020-11-17,8912775,127480186,38548,937279,0.0411275618039026,Date: Nov 17<br>TPR:  4.11%
India,tt,2020-11-18,8958141,128508389,45366,1028203,0.0441216374587509,Date: Nov 18<br>TPR:  4.41%
India,tt,2020-11-19,9004326,129591786,46185,1083397,0.0426298023716145,Date: Nov 19<br>TPR:  4.26%
India,tt,2020-11-20,9050609,130657808,46283,1066022,0.043416552378844,Date: Nov 20<br>TPR:  4.34%
India,tt,2020-11-21,9095910,131733134,45301,1075326,0.0421276896494644,Date: Nov 21<br>TPR:  4.21%
India,tt,2020-11-22,9140314,132582730,44404,849596,0.0522648411715686,Date: Nov 22<br>TPR:  5.23%
India,tt,2020-11-23,9177755,133682275,37441,1099545,0.0340513576070102,Date: Nov 23<br>TPR:  3.41%
India,tt,2020-11-24,9222000,134841307,44245,1159032,0.038174097005087,Date: Nov 24<br>TPR:  3.82%
India,tt,2020-11-25,9266699,135931545,44699,1090238,0.0409993047389653,Date: Nov 25<br>TPR:  4.10%
India,tt,2020-11-26,9309873,137062749,43174,1131204,0.0381664138387064,Date: Nov 26<br>TPR:  3.82%
India,tt,2020-11-27,9351226,138220354,41353,1157605,0.0357228933876409,Date: Nov 27<br>TPR:  3.57%
India,tt,2020-11-28,9393041,139503803,41815,1283449,0.0325801804356854,Date: Nov 28<br>TPR:  3.26%
India,tt,2020-11-29,9432077,140379976,39036,876173,0.044552845157292,Date: Nov 29<br>TPR:  4.46%
India,tt,2020-11-30,9463256,141349301,31179,969325,0.0321656823046966,Date: Nov 30<br>TPR:  3.22%
India,tt,2020-12-01,9499730,142445952,36474,1096651,0.033259441700231,Date: Dec 01<br>TPR:  3.33%
India,tt,2020-12-02,9535236,143557650,35506,1111698,0.0319385300684179,Date: Dec 02<br>TPR:  3.19%
India,tt,2020-12-03,9571810,144727749,36574,1170099,0.0312571842211642,Date: Dec 03<br>TPR:  3.13%
India,tt,2020-12-04,9608521,145885512,36711,1157763,0.0317085621150443,Date: Dec 04<br>TPR:  3.17%
India,tt,2020-12-05,9644531,146986575,36010,1101063,0.0327047589465816,Date: Dec 05<br>TPR:  3.27%
India,tt,2020-12-06,9677709,147787656,33178,801081,0.0414165359058572,Date: Dec 06<br>TPR:  4.14%
India,tt,2020-12-07,9703936,148814055,26227,1026399,0.0255524411072107,Date: Dec 07<br>TPR:  2.56%
India,tt,2020-12-08,9736019,149836767,32083,1022712,0.0313705129107706,Date: Dec 08<br>TPR:  3.14%
India,tt,2020-12-09,9767656,150759726,31637,922959,0.0342777956550616,Date: Dec 09<br>TPR:  3.43%
India,tt,2020-12-10,9797067,151632223,29411,872497,0.0337089984263556,Date: Dec 10<br>TPR:  3.37%
India,tt,2020-12-11,9827028,152697399,29961,1065176,0.02812774602507,Date: Dec 11<br>TPR:  2.81%
India,tt,2020-12-12,9857382,153711833,30354,1014434,0.0299221043458717,Date: Dec 12<br>TPR:  2.99%
India,tt,2020-12-13,9884718,154566990,27336,855157,0.0319660600334208,Date: Dec 13<br>TPR:  3.20%
India,tt,2020-12-14,9906659,155560655,21941,993665,0.0220808823899403,Date: Dec 14<br>TPR:  2.21%
India,tt,2020-12-15,9932910,156646280,26251,1085625,0.0241805411629246,Date: Dec 15<br>TPR:  2.42%
India,tt,2020-12-16,9951082,157805240,18172,1158960,0.0156795747911921,Date: Dec 16<br>TPR:  1.57%
India,tt,2020-12-17,9977836,158918646,26754,1113406,0.0240289705641967,Date: Dec 17<br>TPR:  2.40%
India,tt,2020-12-18,10004827,160090514,26991,1171868,0.0230324575805466,Date: Dec 18<br>TPR:  2.30%
India,tt,2020-12-19,10031661,161198195,26834,1107681,0.0242253861897062,Date: Dec 19<br>TPR:  2.42%
India,tt,2020-12-20,10056283,162098329,24622,900134,0.0273537051150162,Date: Dec 20<br>TPR:  2.74%
India,tt,2020-12-21,10075430,163170557,19147,1072228,0.0178572094741044,Date: Dec 21<br>TPR:  1.79%
India,tt,2020-12-22,10099310,164268721,23880,1098164,0.0217453859350698,Date: Dec 22<br>TPR:  2.17%
India,tt,2020-12-23,10124026,165308366,24716,1039645,0.0237734996080393,Date: Dec 23<br>TPR:  2.38%
India,tt,2020-12-24,10147470,166305762,23444,997396,0.0235052075604875,Date: Dec 24<br>TPR:  2.35%
India,tt,2020-12-25,10169819,167159289,22349,853527,0.0261842917681573,Date: Dec 25<br>TPR:  2.62%
India,tt,2020-12-26,10188394,168102657,18575,943368,0.0196900891274667,Date: Dec 26<br>TPR:  1.97%
India,tt,2020-12-27,10208727,168818054,20333,715397,0.0284219810818329,Date: Dec 27<br>TPR:  2.84%
India,tt,2020-12-28,10224799,169801749,16072,983695,0.0163383975724183,Date: Dec 28<br>TPR:  1.63%
India,tt,2020-12-29,10245341,170922030,20542,1120281,0.0183364709389876,Date: Dec 29<br>TPR:  1.83%
India,tt,2020-12-30,10267286,172049274,21945,1127244,0.0194678348254681,Date: Dec 30<br>TPR:  1.95%
India,tt,2020-12-31,10286312,173111694,19026,1062420,0.0179081719094144,Date: Dec 31<br>TPR:  1.79%
India,tt,2021-01-01,10306471,173941658,20159,829964,0.0242890053062542,Date: Jan 01<br>TPR:  2.43%
India,tt,2021-01-02,10324615,174899783,18144,958125,0.0189369863013699,Date: Jan 02<br>TPR:  1.89%
India,tt,2021-01-03,10341293,175635761,16678,735978,0.0226610034539076,Date: Jan 03<br>TPR:  2.27%
India,tt,2021-01-04,10357571,176531997,16278,896236,0.0181626268081175,Date: Jan 04<br>TPR:  1.82%
India,tt,2021-01-05,10375480,177463405,17909,931408,0.0192278786525347,Date: Jan 05<br>TPR:  1.92%
India,tt,2021-01-06,10395952,178400995,20472,937590,0.0218347038684286,Date: Jan 06<br>TPR:  2.18%
India,tt,2021-01-07,10414075,179336364,18123,935369,0.0193752412149644,Date: Jan 07<br>TPR:  1.94%
India,tt,2021-01-08,10432528,180253315,18453,916951,0.0201243032615701,Date: Jan 08<br>TPR:  2.01%
India,tt,2021-01-09,10451348,181096622,18820,843307,0.0223169023854895,Date: Jan 09<br>TPR:  2.23%
India,tt,2021-01-10,10467434,181755831,16086,659209,0.0244019726672421,Date: Jan 10<br>TPR:  2.44%
India,tt,2021-01-11,10479915,182652887,12481,897056,0.0139132896942889,Date: Jan 11<br>TPR:  1.39%
India,tt,2021-01-12,10495818,183489114,15903,836227,0.0190175634128054,Date: Jan 12<br>TPR:  1.90%
India,tt,2021-01-13,10512833,184232305,17015,743191,0.0228945183674183,Date: Jan 13<br>TPR:  2.29%
India,tt,2021-01-14,10528510,184962401,15677,730096,0.0214725186824746,Date: Jan 14<br>TPR:  2.15%
India,tt,2021-01-15,10543665,185765491,15155,803090,0.0188708612982356,Date: Jan 15<br>TPR:  1.89%
India,tt,2021-01-16,10558715,186544868,15050,779377,0.0193102952743024,Date: Jan 16<br>TPR:  1.93%
India,tt,2021-01-17,10572677,187093036,13962,548168,0.0254702937785496,Date: Jan 17<br>TPR:  2.55%
India,tt,2021-01-18,10582664,187802827,9987,709791,0.0140703390152876,Date: Jan 18<br>TPR:  1.41%
India,tt,2021-01-19,10596451,188566947,13787,764120,0.0180429775427943,Date: Jan 19<br>TPR:  1.80%
India,tt,2021-01-20,10611730,189347782,15279,780835,0.0195675142635768,Date: Jan 20<br>TPR:  1.96%
India,tt,2021-01-21,10626225,190148024,14495,800242,0.0181132707356025,Date: Jan 21<br>TPR:  1.81%
India,tt,2021-01-22,10640548,190985119,14323,837095,0.0171103638177268,Date: Jan 22<br>TPR:  1.71%
India,tt,2021-01-23,10655444,191766871,14896,781752,0.0190546362529293,Date: Jan 23<br>TPR:  1.91%
India,tt,2021-01-24,10668676,192337117,13232,570246,0.0232040207208819,Date: Jan 24<br>TPR:  2.32%
India,tt,2021-01-25,10677774,193062694,9098,725577,0.0125389862137306,Date: Jan 25<br>TPR:  1.25%
India,tt,2021-01-26,10690507,193613120,12733,550426,0.0231329915374637,Date: Jan 26<br>TPR:  2.31%
India,tt,2021-01-27,10702063,194338773,11556,725653,0.0159249668918891,Date: Jan 27<br>TPR:  1.59%
India,tt,2021-01-28,10720975,195081079,18912,742306,0.025477363782591,Date: Jan 28<br>TPR:  2.55%
India,tt,2021-01-29,10734029,195837408,13054,756329,0.0172596846081533,Date: Jan 29<br>TPR:  1.73%
India,tt,2021-01-30,10747102,196588372,13073,750964,0.0174082912096985,Date: Jan 30<br>TPR:  1.74%
India,tt,2021-01-31,10758629,197092635,11527,504263,0.0228591032853888,Date: Jan 31<br>TPR:  2.29%
India,tt,2021-02-01,10767208,197752057,8579,659422,0.0130098783480078,Date: Feb 01<br>TPR:  1.30%
India,tt,2021-02-02,10778209,198473178,11001,721121,0.0152554148332943,Date: Feb 02<br>TPR:  1.53%
India,tt,2021-02-03,10791134,199216019,12925,742841,0.0173994165642446,Date: Feb 03<br>TPR:  1.74%
India,tt,2021-02-04,10803535,199931795,12401,715776,0.01732525259299,Date: Feb 04<br>TPR:  1.73%
India,tt,2021-02-05,10815246,200672589,11711,740794,0.0158087133535099,Date: Feb 05<br>TPR:  1.58%
India,tt,2021-02-06,10827315,201368378,12069,695789,0.0173457758027218,Date: Feb 06<br>TPR:  1.73%
India,tt,2021-02-07,10839101,201900614,11786,532236,0.0221443119217791,Date: Feb 07<br>TPR:  2.21%
India,tt,2021-02-08,10847816,202587752,8715,687138,0.0126830418343913,Date: Feb 08<br>TPR:  1.27%
India,tt,2021-02-09,10858547,203324655,10731,736903,0.0145622965302082,Date: Feb 09<br>TPR:  1.46%
India,tt,2021-02-10,10871086,204023840,12539,699185,0.0179337371368093,Date: Feb 10<br>TPR:  1.79%
India,tt,2021-02-11,10880439,204789784,9353,765944,0.0122110754833252,Date: Feb 11<br>TPR:  1.22%
India,tt,2021-02-12,10892576,205533398,12137,743614,0.0163216399906403,Date: Feb 12<br>TPR:  1.63%
India,tt,2021-02-13,10904774,206230512,12198,697114,0.0174978554440163,Date: Feb 13<br>TPR:  1.75%
India,tt,2021-02-14,10916480,206716634,11706,486122,0.0240803748853169,Date: Feb 14<br>TPR:  2.41%
India,tt,2021-02-15,10925566,207332298,9086,615664,0.0147580498453702,Date: Feb 15<br>TPR:  1.48%
India,tt,2021-02-16,10937158,207977229,11592,644931,0.0179740158249487,Date: Feb 16<br>TPR:  1.80%
India,tt,2021-02-17,10950020,208703791,12862,726562,0.0177025498168085,Date: Feb 17<br>TPR:  1.77%
India,tt,2021-02-18,10963258,209474862,13238,771071,0.017168328208427,Date: Feb 18<br>TPR:  1.72%
India,tt,2021-02-19,10977174,210261480,13916,786618,0.0176909249470518,Date: Feb 19<br>TPR:  1.77%
India,tt,2021-02-20,10991093,210931530,13919,670050,0.0207730766360719,Date: Feb 20<br>TPR:  2.08%
India,tt,2021-02-21,11005371,211551746,14278,620216,0.023021012034517,Date: Feb 21<br>TPR:  2.30%
India,tt,2021-02-22,11015865,212230431,10494,678685,0.0154622542121898,Date: Feb 22<br>TPR:  1.55%
India,tt,2021-02-23,11029547,213036275,13682,805844,0.0169784722601397,Date: Feb 23<br>TPR:  1.70%
India,tt,2021-02-24,11046477,213829658,16930,793383,0.0213390002054493,Date: Feb 24<br>TPR:  2.13%
India,tt,2021-02-25,11063076,214661465,16599,831807,0.019955350219462,Date: Feb 25<br>TPR:  2.00%
India,tt,2021-02-26,11079638,215435383,16562,773918,0.0214002000211909,Date: Feb 26<br>TPR:  2.14%
India,tt,2021-02-27,11096443,216231106,16805,795723,0.0211191583000617,Date: Feb 27<br>TPR:  2.11%
India,tt,2021-02-28,11112057,216858774,15614,627668,0.0248762084414053,Date: Feb 28<br>TPR:  2.49%
India,tt,2021-03-01,11124327,217618057,12270,759283,0.0161599825098152,Date: Mar 01<br>TPR:  1.62%
India,tt,2021-03-02,11139325,218403277,14998,785220,0.0191003795114745,Date: Mar 02<br>TPR:  1.91%
India,tt,2021-03-03,11156750,219178908,17425,775631,0.0224655796377401,Date: Mar 03<br>TPR:  2.25%
India,tt,2021-03-04,11173574,219940742,16824,761834,0.0220835510098,Date: Mar 04<br>TPR:  2.21%
India,tt,2021-03-05,11191898,220692677,18324,751935,0.0243691276506613,Date: Mar 05<br>TPR:  2.44%
India,tt,2021-03-06,11210622,221430507,18724,737830,0.0253771193906455,Date: Mar 06<br>TPR:  2.54%
India,tt,2021-03-07,11229272,221968271,18650,537764,0.034680640578395,Date: Mar 07<br>TPR:  3.47%
India,tt,2021-03-08,11244625,222716796,15353,748525,0.0205110049764537,Date: Mar 08<br>TPR:  2.05%
India,tt,2021-03-09,11262498,223479877,17873,763081,0.0234221530872869,Date: Mar 09<br>TPR:  2.34%
India,tt,2021-03-10,11285349,224258293,22851,778416,0.0293557686378492,Date: Mar 10<br>TPR:  2.94%
India,tt,2021-03-11,11308647,224998638,23298,740345,0.0314691123732854,Date: Mar 11<br>TPR:  3.15%
India,tt,2021-03-12,11333492,225839273,24845,840635,0.0295550387504684,Date: Mar 12<br>TPR:  2.96%
India,tt,2021-03-13,11358646,226703641,25154,864368,0.0291010310423338,Date: Mar 13<br>TPR:  2.91%
India,tt,2021-03-14,11385159,227407413,26513,703772,0.0376727121851963,Date: Mar 14<br>TPR:  3.77%
India,tt,2021-03-15,11409596,228280763,24437,873350,0.0279807637258831,Date: Mar 15<br>TPR:  2.80%
India,tt,2021-03-16,11438465,229249784,28869,969021,0.0297919240140307,Date: Mar 16<br>TPR:  2.98%
India,tt,2021-03-17,11474303,230313163,35838,1063379,0.0337020008858554,Date: Mar 17<br>TPR:  3.37%
India,tt,2021-03-18,11513990,231370546,39687,1057383,0.0375332306269346,Date: Mar 18<br>TPR:  3.75%
India,tt,2021-03-19,11554896,232431517,40906,1060971,0.0385552479756751,Date: Mar 19<br>TPR:  3.86%
India,tt,2021-03-20,11598711,233565119,43815,1133602,0.0386511315258795,Date: Mar 20<br>TPR:  3.87%
India,tt,2021-03-21,11645720,234445774,47009,880655,0.0533795867848363,Date: Mar 21<br>TPR:  5.34%
India,tt,2021-03-22,11686356,235413233,40636,967459,0.0420028135559233,Date: Mar 22<br>TPR:  4.20%
India,tt,2021-03-23,11733595,236438861,47239,1025628,0.0460586099443463,Date: Mar 23<br>TPR:  4.61%
India,tt,2021-03-24,11787014,237503882,53419,1065021,0.0501576964210095,Date: Mar 24<br>TPR:  5.02%
India,tt,2021-03-25,11846099,238604638,59085,1100756,0.0536767458001592,Date: Mar 25<br>TPR:  5.37%
India,tt,2021-03-26,11908375,239769553,62276,1164915,0.0534596944841469,Date: Mar 26<br>TPR:  5.35%
India,tt,2021-03-27,11971007,240950842,62632,1181289,0.0530200484386124,Date: Mar 27<br>TPR:  5.30%
India,tt,2021-03-28,12039213,241864161,68206,913319,0.0746792741637916,Date: Mar 28<br>TPR:  7.47%
India,tt,2021-03-29,12095365,242650025,56152,785864,0.0714525668563517,Date: Mar 29<br>TPR:  7.15%
India,tt,2021-03-30,12148602,243672940,53237,1022915,0.0520444025163381,Date: Mar 30<br>TPR:  5.20%
India,tt,2021-03-31,12220717,244798621,72115,1125681,0.064063442485038,Date: Mar 31<br>TPR:  6.41%
India,tt,2021-04-01,12302115,245912587,81398,1113966,0.0730704527786306,Date: Apr 01<br>TPR:  7.31%
India,tt,2021-04-02,12391138,246959192,89023,1046605,0.0850588330841148,Date: Apr 02<br>TPR:  8.51%
India,tt,2021-04-03,12484132,248125908,92994,1166716,0.0797057724416225,Date: Apr 03<br>TPR:  7.97%
India,tt,2021-04-04,12587926,249019657,103794,893749,0.116133276792478,Date: Apr 04<br>TPR: 11.61%
India,tt,2021-04-05,12684489,250231269,96563,1211612,0.0796979561113624,Date: Apr 05<br>TPR:  7.97%
India,tt,2021-04-06,12799801,251439598,115312,1208329,0.0954309629248326,Date: Apr 06<br>TPR:  9.54%
India,tt,2021-04-07,12926077,252677379,126276,1237781,0.102018046811189,Date: Apr 07<br>TPR: 10.20%
India,tt,2021-04-08,13057955,254041584,131878,1364205,0.0966702218508215,Date: Apr 08<br>TPR:  9.67%
India,tt,2021-04-09,13202952,255214803,144997,1173219,0.123589031544835,Date: Apr 09<br>TPR: 12.36%
India,tt,2021-04-10,13355517,256626850,152565,1412047,0.108045270447797,Date: Apr 10<br>TPR: 10.80%
India,tt,2021-04-11,13525432,257806986,169915,1180136,0.143979168502613,Date: Apr 11<br>TPR: 14.40%
India,tt,2021-04-12,13686286,259207108,160854,1400122,0.114885702817326,Date: Apr 12<br>TPR: 11.49%
India,tt,2021-04-13,13871592,260618866,185306,1411758,0.131259040147107,Date: Apr 13<br>TPR: 13.13%
India,tt,2021-04-14,14071176,262003415,199584,1384549,0.144150911235355,Date: Apr 14<br>TPR: 14.42%
India,tt,2021-04-15,14288014,263476625,216838,1473210,0.147187434242233,Date: Apr 15<br>TPR: 14.72%
India,tt,2021-04-16,14522016,264972022,234002,1495397,0.156481522966811,Date: Apr 16<br>TPR: 15.65%
India,tt,2021-04-17,14782911,266538416,260895,1566394,0.166557711533624,Date: Apr 17<br>TPR: 16.66%
India,tt,2021-04-18,15057994,267894549,275083,1356133,0.202843673887443,Date: Apr 18<br>TPR: 20.28%
India,tt,2021-04-19,15315011,269414035,257017,1519486,0.169147330083989,Date: Apr 19<br>TPR: 16.91%
India,tt,2021-04-20,15609389,271053392,294378,1639357,0.179569184747435,Date: Apr 20<br>TPR: 17.96%
India,tt,2021-04-21,15925141,272705103,315752,1651711,0.191166614498541,Date: Apr 21<br>TPR: 19.12%
India,tt,2021-04-22,16257672,274445653,332531,1740550,0.191049380942805,Date: Apr 22<br>TPR: 19.10%
India,tt,2021-04-23,16602968,276199222,345296,1753569,0.19691041527308,Date: Apr 23<br>TPR: 19.69%
India,tt,2021-04-24,16951964,277918810,348996,1719588,0.202953265549655,Date: Apr 24<br>TPR: 20.30%
India,tt,2021-04-25,17306622,279321177,354658,1402367,0.252899561954895,Date: Apr 25<br>TPR: 25.29%
India,tt,2021-04-26,17626093,280979877,319471,1658700,0.192603243503949,Date: Apr 26<br>TPR: 19.26%
India,tt,2021-04-27,17989006,282703789,362913,1723912,0.210517126164213,Date: Apr 27<br>TPR: 21.05%
India,tt,2021-04-28,18368409,284471979,379403,1768190,0.214571397870138,Date: Apr 28<br>TPR: 21.46%
India,tt,2021-04-29,18755182,286392086,386773,1920107,0.201433045137589,Date: Apr 29<br>TPR: 20.14%
India,tt,2021-04-30,19157196,288337385,402014,1945299,0.206659233362069,Date: Apr 30<br>TPR: 20.67%
India,tt,2021-05-01,19549772,290142339,392576,1804954,0.217499171724044,Date: May 01<br>TPR: 21.75%
India,tt,2021-05-02,19919862,291647037,370090,1504698,0.245956331436607,Date: May 02<br>TPR: 24.60%
India,tt,2021-05-03,20275631,293310779,355769,1663742,0.213836640536814,Date: May 03<br>TPR: 21.38%
India,tt,2021-05-04,20658478,294852078,382847,1541299,0.248392427426476,Date: May 04<br>TPR: 24.84%
India,tt,2021-05-05,21071102,296775209,412624,1923131,0.214558446616481,Date: May 05<br>TPR: 21.46%
India,tt,2021-05-06,21485382,298601699,414280,1826490,0.2268175571725,Date: May 06<br>TPR: 22.68%
India,tt,2021-05-07,21892283,300410043,406901,1808344,0.225013050614264,Date: May 07<br>TPR: 22.50%
India,tt,2021-05-08,22296091,302275471,403808,1865428,0.216469357166291,Date: May 08<br>TPR: 21.65%
India,tt,2021-05-09,22662546,303750077,366455,1474606,0.248510449570936,Date: May 09<br>TPR: 24.85%
India,tt,2021-05-10,22992037,305600187,329491,1850110,0.178092653950306,Date: May 10<br>TPR: 17.81%
India,tt,2021-05-11,23340592,307583991,348555,1983804,0.175700321201086,Date: May 11<br>TPR: 17.57%
India,tt,2021-05-12,23703224,309448585,362632,1864594,0.194483088543672,Date: May 12<br>TPR: 19.45%
India,tt,2021-05-13,24046229,311324100,343005,1875515,0.182885767375894,Date: May 13<br>TPR: 18.29%
India,tt,2021-05-14,24372485,313017193,326256,1693093,0.192698215632573,Date: May 14<br>TPR: 19.27%
India,tt,2021-05-15,24683242,314850143,310757,1832950,0.169539267301345,Date: May 15<br>TPR: 16.95%
India,tt,2021-05-16,24965079,316423658,281837,1573515,0.179113004960232,Date: May 16<br>TPR: 17.91%
India,tt,2021-05-17,25228100,318292881,263021,1869223,0.140711407895152,Date: May 17<br>TPR: 14.07%
India,tt,2021-05-18,25495346,320301177,267246,2008296,0.133071021403219,Date: May 18<br>TPR: 13.31%
India,tt,2021-05-19,25771533,322356187,276187,2055010,0.134396912910399,Date: May 19<br>TPR: 13.44%
India,tt,2021-05-20,26030775,324417870,259242,2061683,0.125742900339189,Date: May 20<br>TPR: 12.57%
India,tt,2021-05-21,26288074,326484155,257299,2066285,0.124522512625315,Date: May 21<br>TPR: 12.45%
India,tt,2021-05-22,26528971,328607937,240897,2123782,0.11342830855521,Date: May 22<br>TPR: 11.34%
India,tt,2021-05-23,26751805,330536064,222834,1928127,0.115570188063338,Date: May 23<br>TPR: 11.56%
India,tt,2021-05-24,26947662,332594176,195857,2058112,0.0951634313390136,Date: May 24<br>TPR:  9.52%
India,tt,2021-05-25,27156654,334811496,208992,2217320,0.0942543250410405,Date: May 25<br>TPR:  9.43%
India,tt,2021-05-26,27368164,336969353,211510,2157857,0.098018543397454,Date: May 26<br>TPR:  9.80%
India,tt,2021-05-27,27554239,339039861,186075,2070508,0.0898692494788719,Date: May 27<br>TPR:  8.99%
India,tt,2021-05-28,27728322,341119909,174083,2080048,0.0836918186503388,Date: May 28<br>TPR:  8.37%
India,tt,2021-05-29,27893604,343183748,165282,2063839,0.0800847352918517,Date: May 29<br>TPR:  8.01%
India,tt,2021-05-30,28047000,344866883,153396,1683135,0.0911370745662113,Date: May 30<br>TPR:  9.11%
India,tt,2021-05-31,28173883,346792257,126883,1925374,0.0659004432385604,Date: May 31<br>TPR:  6.59%
India,tt,2021-06-01,28307035,350057330,133152,3265073,0.0407807114879208,Date: Jun 01<br>TPR:  4.08%
India,tt,2021-06-02,28441079,353782648,134044,3725318,0.0359818946999961,Date: Jun 02<br>TPR:  3.60%
India,tt,2021-06-03,28573503,357433846,132424,3651198,0.0362686438807208,Date: Jun 03<br>TPR:  3.63%
India,tt,2021-06-04,28693957,361174142,120454,3740296,0.0322044030739813,Date: Jun 04<br>TPR:  3.22%
India,tt,2021-06-05,28808445,364746522,114488,3572380,0.0320481023855245,Date: Jun 05<br>TPR:  3.20%
India,tt,2021-06-06,28909654,366334111,101209,1587589,0.0637501267645468,Date: Jun 06<br>TPR:  6.38%
India,tt,2021-06-07,28995458,368207596,85804,1873485,0.0457991390376758,Date: Jun 07<br>TPR:  4.58%
India,tt,2021-06-08,29088245,370193563,92787,1985967,0.0467213201427818,Date: Jun 08<br>TPR:  4.67%
India,tt,2021-06-09,29182128,372198253,93883,2004690,0.0468316797110775,Date: Jun 09<br>TPR:  4.68%
India,tt,2021-06-10,29273977,374242384,91849,2044131,0.0449330302216443,Date: Jun 10<br>TPR:  4.49%
India,tt,2021-06-11,29358551,376232162,84574,1989778,0.0425042391663794,Date: Jun 11<br>TPR:  4.25%
India,tt,2021-06-12,29439076,378132474,80525,1900312,0.0423746205886191,Date: Jun 12<br>TPR:  4.24%
India,tt,2021-06-13,29510077,379624626,71001,1492152,0.0475829540154086,Date: Jun 13<br>TPR:  4.76%
India,tt,2021-06-14,29570085,381375984,60008,1751358,0.0342636970853475,Date: Jun 14<br>TPR:  3.43%
India,tt,2021-06-15,29632302,383306971,62217,1930987,0.0322203101315545,Date: Jun 15<br>TPR:  3.22%
India,tt,2021-06-16,29699591,385238220,67289,1931249,0.0348422186885275,Date: Jun 16<br>TPR:  3.48%
India,tt,2021-06-17,29762027,387167696,62436,1929476,0.0323590446318068,Date: Jun 17<br>TPR:  3.24%
India,tt,2021-06-18,29822792,389207637,60765,2039941,0.0297876262107581,Date: Jun 18<br>TPR:  2.98%
India,tt,2021-06-19,29881407,391019083,58615,1811446,0.0323581271536662,Date: Jun 19<br>TPR:  3.24%
India,tt,2021-06-20,29934385,392407782,52978,1388699,0.038149375782657,Date: Jun 20<br>TPR:  3.81%
India,tt,2021-06-21,29977068,394072142,42683,1664360,0.0256452930856305,Date: Jun 21<br>TPR:  2.56%
India,tt,2021-06-22,30027885,395973198,50817,1901056,0.0267309327026663,Date: Jun 22<br>TPR:  2.67%
India,tt,2021-06-23,30082194,397832667,54309,1859469,0.0292067251457271,Date: Jun 23<br>TPR:  2.92%
India,tt,2021-06-24,30133853,399568448,51659,1735781,0.0297612429217741,Date: Jun 24<br>TPR:  2.98%
India,tt,2021-06-25,30182621,401811892,48768,2243444,0.0217380063866092,Date: Jun 25<br>TPR:  2.17%
India,tt,2021-06-26,30232465,404265101,49844,2453209,0.020317877522869,Date: Jun 26<br>TPR:  2.03%
India,tt,2021-06-27,30278988,406371279,46523,2106178,0.0220888263005311,Date: Jun 27<br>TPR:  2.21%
India,tt,2021-06-28,30316058,408139287,37070,1768008,0.0209670996963815,Date: Jun 28<br>TPR:  2.10%
India,tt,2021-06-29,30362162,410100044,46104,1960757,0.0235133675412098,Date: Jun 29<br>TPR:  2.35%
