place,date,daily_cases,daily_recovered,daily_deaths,total_cases,total_recovered,total_deaths
India,2021-05-10,329491,355930,3879,22997476,19017435,249937
India,2021-05-11,348555,355398,4198,23346031,19372833,254135
India,2021-05-12,362632,352005,4128,23708663,19724838,258263
India,2021-05-13,343005,344676,4000,24051668,20069514,262263
India,2021-05-14,326256,353200,3889,24377924,20422714,266152
India,2021-05-15,310757,362547,4077,24688681,20785261,270229
India,2021-05-16,281837,378526,4098,24970518,21163787,274327
India,2021-05-17,263021,422391,4334,25233539,21586178,278661
India,2021-05-18,267246,389758,4529,25500785,21975936,283190
India,2021-05-19,276187,369005,3877,25776972,22344941,287067
India,2021-05-20,259242,357173,4209,26036214,22702114,291276
India,2021-05-21,257299,357625,4194,26293513,23059739,295470
India,2021-05-22,240897,355138,3739,26534410,23414877,299209
India,2021-05-23,222834,302253,4454,26757244,23717130,303663
India,2021-05-24,195857,326737,3509,26953101,24043867,307172
India,2021-05-25,208992,295264,4160,27162093,24339131,311332
India,2021-05-26,211510,283054,3843,27373603,24622185,315175
India,2021-05-27,186075,271002,3659,27559678,24893187,318834
India,2021-05-28,174083,285332,3611,27733761,25178519,322445
India,2021-05-29,165282,264483,3463,27899043,25443002,325908
India,2021-05-30,153396,237664,3130,28052439,25680666,329038
India,2021-05-31,126883,255125,2783,28179322,25935791,331821
India,2021-06-01,133152,231397,3205,28312474,26167188,335026
India,2021-06-02,134044,211890,2898,28446518,26379078,337924
India,2021-06-03,132424,206722,2717,28578942,26585800,340641
India,2021-06-04,120454,197763,3372,28699396,26783563,344013
India,2021-06-05,114488,189374,2682,28813884,26972937,346695
India,2021-06-06,101209,174156,2444,28915093,27147093,349139
India,2021-06-07,85804,182866,2107,29000897,27329959,351246
India,2021-06-08,92787,162356,2222,29093684,27492315,353468
India,2021-06-09,93883,149022,6139,29187567,27641337,359607
India,2021-06-10,91849,135329,3414,29279416,27776666,363021
India,2021-06-11,84574,122685,3996,29363990,27899351,367017
India,2021-06-12,80525,132664,3300,29444515,28032015,370317
India,2021-06-13,71001,119574,3922,29515516,28151589,374239
India,2021-06-14,60008,117376,2733,29575524,28268965,376972
India,2021-06-15,62215,107776,2540,29637739,28376741,379512
India,2021-06-16,67289,103900,2329,29705028,28480641,381841
India,2021-06-17,62436,88500,1591,29767464,28569141,383432
India,2021-06-18,60765,97854,1645,29828229,28666995,385077
India,2021-06-19,58615,87608,1574,29886844,28754603,386651
India,2021-06-20,52978,78189,1424,29939822,28832792,388075
India,2021-06-21,42683,82031,1167,29982505,28914823,389242
India,2021-06-22,50817,68697,1359,30033322,28983520,390601
India,2021-06-23,54309,69187,1323,30087631,29052707,391924
India,2021-06-24,51659,64369,1328,30139290,29117076,393252
India,2021-06-25,48768,64819,1183,30188058,29181895,394435
India,2021-06-26,49844,57866,1258,30237902,29239761,395693
India,2021-06-27,46523,58563,978,30284425,29298324,396671
India,2021-06-28,37070,57016,907,30321495,29355340,397578
India,2021-06-29,46104,60789,819,30367599,29416129,398397
India,2021-06-30,48606,61813,1002,30416205,29477942,399399
India,2021-07-01,46781,59054,857,30462986,29536996,400256
India,2021-07-02,44187,57497,737,30507173,29594493,400993
India,2021-07-03,43027,52270,950,30550200,29646763,401943
India,2021-07-04,40150,42342,725,30590350,29689105,402668
India,2021-07-05,34026,51933,552,30624376,29741038,403220
India,2021-07-06,43964,47054,930,30668340,29788092,404150
India,2021-07-07,45701,44529,819,30714041,29832621,404969
India,2021-07-08,43504,44204,908,30757545,29876825,405877
India,2021-07-09,42660,45291,1207,30800205,29922116,407084
India,2021-07-10,41494,41511,898,30841699,29963627,407982
India,2021-07-11,37654,39688,720,30879353,30003315,408702
India,2021-07-12,30818,47544,2024,30910171,30050859,410726
India,2021-07-13,40314,42436,625,30950485,30093295,411351
India,2021-07-14,41759,39293,578,30992244,30132588,411929
India,2021-07-15,39071,39827,544,31031315,30172415,412473
India,2021-07-16,38117,43878,560,31069432,30216293,413033
India,2021-07-17,41283,42051,517,31110715,30258344,413550
India,2021-07-18,38330,38545,501,31149045,30296889,414051
India,2021-07-19,29420,45356,372,31178465,30342245,414423
India,2021-07-20,42128,36876,3998,31220593,30379121,418421
India,2021-07-21,41687,38891,510,31262280,30418012,418931
India,2021-07-22,34863,38403,481,31297143,30456415,419412
India,2021-07-23,39501,35144,542,31336644,30491559,419954
India,2021-07-24,40286,40038,541,31376930,30531597,420495
India,2021-07-25,38179,35945,411,31415109,30567542,420906
India,2021-07-26,30820,42503,418,31445929,30610045,421324
India,2021-07-27,42971,41653,641,31488900,30651698,421965
India,2021-07-28,43165,38537,640,31532065,30690235,422605
India,2021-07-29,44671,42115,549,31576736,30732350,423154
India,2021-07-30,41499,37320,598,31618235,30769670,423752
India,2021-07-31,41943,39485,542,31660178,30809155,424294
India,2021-08-01,40629,36628,424,31700807,30845783,424718
India,2021-08-02,30085,39120,420,31730892,30884903,425138
India,2021-08-03,42530,36552,561,31773422,30921455,425699
India,2021-08-04,42797,41873,532,31816219,30963328,426231
India,2021-08-05,45005,40906,465,31861224,31004234,426696
India,2021-08-06,38705,40026,616,31899929,31044260,427312
India,2021-08-07,39068,43935,491,31938997,31088195,427803
India,2021-08-08,36036,39832,447,31975033,31128027,428250
India,2021-08-09,27428,41461,376,32002461,31169488,428626
India,2021-08-10,38376,40097,496,32040837,31209585,429122
India,2021-08-11,41586,39127,491,32082423,31248712,429613
India,2021-08-12,40081,42156,583,32122504,31290868,430196
India,2021-08-13,38761,35759,477,32161265,31326627,430673
India,2021-08-14,36135,37936,491,32197400,31364563,431164
India,2021-08-15,33245,35936,421,32230645,31400499,431585
India,2021-08-16,24696,36871,438,32255341,31437370,432023
India,2021-08-17,35208,37143,440,32290549,31474513,432463
India,2021-08-18,36502,39269,527,32327051,31513782,432990
India,2021-08-19,36600,36457,543,32363651,31550239,433533
India,2021-08-20,34308,36285,376,32397959,31586524,433909
India,2021-08-21,31023,38577,401,32428982,31625101,434310
India,2021-08-22,25420,44103,385,32454402,31669204,434695
India,2021-08-23,24794,39553,357,32479196,31708757,435052
India,2021-08-24,37739,34148,650,32516935,31742905,435702
India,2021-08-25,46129,34248,605,32563064,31777153,436307
India,2021-08-26,44550,32925,493,32607614,31810078,436800
India,2021-08-27,46806,31343,514,32654420,31841421,437314
India,2021-08-28,45064,35811,457,32699484,31877232,437771
India,2021-08-29,43374,34843,527,32742858,31912075,438298
India,2021-08-30,30248,36240,205,32773106,31948315,438503
India,2021-08-31,43073,34112,462,32816179,31982427,438965
India,2021-09-01,45975,35091,507,32862154,32017518,439472
India,2021-09-02,45624,34665,355,32907778,32052183,439827
India,2021-09-03,42667,36422,342,32950445,32088605,440169
India,2021-09-04,42607,38087,309,32993052,32126692,440478
India,2021-09-05,39537,43922,218,33032589,32170614,440696
India,2021-09-06,30164,42946,290,33062753,32213560,440986
India,2021-09-07,38135,39101,368,33100888,32252661,441354
India,2021-09-08,43401,40620,339,33144289,32293281,441693
India,2021-09-09,43401,40620,339,26675501,26026329,304030
India,2021-09-10,43401,40620,339,33217162,32367604,442206
India,2021-09-11,31288,37886,338,33248450,32405490,442544
India,2021-09-12,31441,40699,219,33279891,32446189,442763
India,2021-09-13,24414,39815,340,33304305,32486004,443103
India,2021-09-14,27502,37993,281,33331807,32523997,443384
India,2021-09-15,30355,38353,432,33362162,32562350,443816
India,2021-09-16,34653,37888,318,33396815,32600238,444134
India,2021-09-17,35354,33833,285,33432169,32634071,444419
India,2021-09-18,31130,39652,306,33463299,32673723,444725
India,2021-09-19,30828,43217,296,33494127,32716940,445021
India,2021-09-20,24907,34470,251,33519034,32751410,445272
India,2021-09-21,27338,34160,385,33546372,32785570,445657
India,2021-09-22,32010,31997,280,33578382,32817567,445937
India,2021-09-23,31411,32510,318,33609793,32850077,446255
India,2021-09-24,29565,28049,291,33639358,32878126,446546
India,2021-09-25,28169,26021,259,33667527,32904147,446805
India,2021-09-26,26999,29625,276,33694526,32933772,447081
India,2021-09-27,26999,29625,276,27150910,26586407,308511
India,2021-09-28,26999,29625,276,33733894,32989746,447605
India,2021-09-29,23166,28726,313,33757060,33018472,447918
India,2021-09-30,27285,28204,278,33784345,33046676,448196
India,2021-10-01,23918,25460,233,33808263,33072136,448429
India,2021-10-02,23189,25938,242,33831452,33098074,448671
India,2021-10-03,21644,26724,182,33853096,33124798,448853
India,2021-10-04,17101,29645,263,33870197,33154443,449116
India,2021-10-05,19044,24761,276,33889241,33179204,449392
India,2021-10-06,22605,24610,316,33911846,33203814,449708
India,2021-10-07,21474,24959,277,33933320,33228773,449985
India,2021-10-08,19868,23066,247,33953188,33251839,450232
India,2021-10-09,17941,23612,213,33971129,33275451,450445
India,2021-10-10,19020,21583,193,33990149,33297034,450638
India,2021-10-11,19020,21583,144,33971607,33293478,450782
India,2021-10-12,19020,21583,144,33985920,33320057,450963
India,2021-10-13,15823,22844,226,34001743,33342901,451189
India,2021-10-14,18987,19808,246,34020730,33362709,451435
India,2021-10-15,16862,19391,379,34037592,33382100,451814
India,2021-10-16,15981,17861,166,34053573,33399961,451980
India,2021-10-17,14146,19788,144,34067719,33419749,452124
India,2021-10-18,13596,19582,166,34081315,33439331,452290
India,2021-10-19,13058,19470,164,34094373,33458801,452454
India,2021-10-20,14623,19446,197,34108996,33478247,452651
India,2021-10-21,18454,17561,160,34127450,33495808,452811
India,2021-10-22,15786,18641,231,34143236,33514449,453042
India,2021-10-23,16326,17677,666,34159562,33532126,453708
India,2021-10-24,15906,16479,561,34175468,33548605,454269
India,2021-10-25,14306,18762,443,34189774,33567367,454712
India,2021-10-26,12428,15951,356,34202202,33583318,455068
India,2021-10-27,13451,14021,585,34215653,33597339,455653
India,2021-10-28,16156,17095,733,34231809,33614434,456386
India,2021-10-29,14348,13198,805,34246157,33627632,457191
India,2021-10-30,14313,13543,549,34260470,33641175,457740
India,2021-10-31,12830,14667,446,34273300,33655842,458186
India,2021-11-01,12514,12718,251,34285814,33668560,458437
India,2021-11-02,10423,15021,443,34296237,33683581,458880
India,2021-11-03,11903,14159,311,34308140,33697740,459191
India,2021-11-04,12885,15054,461,34321025,33712794,459652
India,2021-11-05,12729,12165,221,34333754,33724959,459873
India,2021-11-06,10929,12509,392,34344683,33737468,460265
India,2021-11-07,10853,12432,526,34355536,33749900,460791
India,2021-11-08,11451,13204,266,34366987,33763104,461057
India,2021-11-09,10126,11982,332,34377113,33775086,461389
India,2021-11-10,11466,11961,460,34388579,33787047,461849
India,2021-11-11,13091,13878,340,34401670,33800925,462189
India,2021-11-12,12516,13155,501,34414186,33814080,462690
India,2021-11-13,11850,12403,555,34426036,33826483,463245
India,2021-11-14,11271,11376,285,34437307,33837859,463530
India,2021-11-15,10229,11926,125,34447536,33849785,463655
India,2021-11-16,8865,11971,197,34456401,33861756,463852
India,2021-11-17,10197,12134,301,34466598,33873890,464153
India,2021-11-18,11919,11242,470,34478517,33885132,464623
India,2021-11-19,11106,12789,459,34489623,33897921,465082
India,2021-11-20,10302,11787,267,34499925,33909708,465349
India,2021-11-21,10488,12329,313,34510413,33922037,465662
India,2021-11-22,8488,12510,249,34518901,33934547,465911
India,2021-11-23,7579,12202,236,34526480,33946749,466147
India,2021-11-25,18402,21213,833,34544882,33967962,466980
India,2021-11-26,10549,9868,488,34555431,33977830,467468
India,2021-11-27,8318,10967,465,34563749,33988797,467933
India,2021-11-28,8774,9481,621,34572523,33998278,468554
India,2021-11-29,8309,9905,236,34580832,34008183,468790
India,2021-11-30,6990,10116,190,34587822,34018299,468980
India,2021-12-01,8954,10207,267,34596776,34028506,469247
India,2021-12-02,9765,8548,477,34606541,34037054,469724
India,2021-12-03,9216,8612,391,34615757,34045666,470115
India,2021-12-04,8603,8190,415,34624360,34053856,470530
India,2021-12-05,8895,6918,2796,34633255,34060774,473326
India,2021-12-06,8306,8834,211,34641561,34069608,473537
India,2021-12-07,6822,10004,220,34648383,34079612,473757
India,2021-12-08,8439,9525,195,34656822,34089137,473952
India,2021-12-09,9419,8251,159,34666241,34097388,474111
India,2021-12-10,8503,7678,624,34674744,34105066,474735
India,2021-12-11,7992,9265,393,34682736,34114331,475128
India,2021-12-12,7774,8464,306,34690510,34122795,475434
India,2021-12-13,7350,7973,202,34697860,34130768,475636
India,2021-12-14,5784,7995,252,34703644,34138763,475888
India,2021-12-15,6984,8168,247,34710628,34146931,476135
India,2021-12-16,7974,7948,343,34718602,34154879,476478
India,2021-12-17,7447,7886,391,34726049,34162765,476869
India,2021-12-18,7145,8706,289,34733194,34171471,477158
India,2021-12-19,7081,7469,264,34740275,34178940,477422
India,2021-12-20,6563,8077,132,34746838,34187017,477554
India,2021-12-21,5326,8043,453,34752164,34195060,478007
India,2021-12-22,6317,6906,318,34758481,34201966,478325
India,2021-12-23,7495,6960,434,34765976,34208926,478759
India,2021-12-24,6650,7051,374,34772626,34215977,479133
India,2021-12-25,7189,7286,387,34779815,34223263,479520
India,2021-12-27,13518,14232,477,34793333,34237495,479997
India,2021-12-28,6358,6450,293,34799691,34243945,480290
India,2021-12-29,9195,7347,302,34808886,34251292,480592
India,2021-12-30,13154,7486,268,34822040,34258778,480860
India,2021-12-31,16764,7585,220,34838804,34266363,481080
India,2022-01-01,22775,8949,406,34861579,34275312,481486
India,2022-01-02,27553,9249,284,34889132,34284561,481770
India,2022-01-03,33750,10846,123,34922882,34295407,481893
India,2022-01-04,37379,11007,124,34960261,34306414,482017
India,2022-01-05,58097,15389,534,35018358,34321803,482551
India,2022-01-06,90928,19206,325,35109286,34341009,482876
India,2022-01-07,117100,30836,302,35226386,34371845,483178
India,2022-01-08,141986,40895,285,35368372,34412740,483463
India,2022-01-09,159632,40863,327,35528004,34453603,483790
India,2022-01-10,179723,46569,146,35707727,34500172,483936
India,2022-01-11,168063,69959,277,35875790,34570131,484213
India,2022-01-12,190847,51298,480,36066637,34621429,484693
India,2022-01-13,246452,83669,378,36313089,34705098,485071
India,2022-01-14,269040,119608,279,36582129,34824706,485350
India,2022-01-15,268833,122684,402,36850962,34947390,485752
India,2022-01-16,271202,138331,314,37122164,35085721,486066
India,2022-01-17,258089,151740,385,37380253,35237461,486451
India,2022-01-18,238018,157421,310,37618271,35394882,486761
India,2022-01-19,282970,188157,441,37901241,35583039,487202
India,2022-01-20,317532,223990,491,38218773,35807029,487693
India,2022-01-21,347254,251777,703,38566027,36058806,488396
India,2022-01-22,337704,242676,488,38903731,36301482,488884
India,2022-01-23,333533,259168,525,39237264,36560650,489409
India,2022-01-24,306064,243495,439,39543328,36804145,489848
India,2022-01-25,255874,267753,614,39799202,37071898,490462
India,2022-01-26,285914,299073,665,40085116,37370971,491127
India,2022-01-27,286384,306357,573,40371500,37677328,491700
India,2022-01-28,251209,347443,627,40622709,38024771,492327
India,2022-01-29,235532,335939,871,40858241,38360710,493198
India,2022-01-30,234281,352784,893,41092522,38713494,494091
India,2022-01-31,209152,252018,991,41301674,38965512,495082
India,2022-02-01,167825,264686,1160,41469499,39230198,496242
India,2022-02-02,161386,281109,1733,41630885,39511307,497975
India,2022-02-03,172433,259107,1008,41803318,39770414,498983
India,2022-02-04,149394,246674,1072,41952712,40017088,500055
India,2022-02-05,127952,230814,1059,42080664,40247902,501114
India,2022-02-06,107474,213246,865,42188138,40461148,501979
India,2022-02-07,83876,199054,895,42272014,40660202,502874
India,2022-02-08,67597,180456,1188,42339611,40840658,504062
India,2022-02-09,71365,172211,1217,42410976,41012869,505279
India,2022-02-10,67084,167882,1241,42478060,41180751,506520
India,2022-02-11,58077,150407,657,42536137,41331158,507177
India,2022-02-12,50407,136962,804,42586544,41468120,507981
India,2022-02-13,44877,117591,684,42631421,41585711,508665
India,2022-02-14,34113,91930,346,42665534,41677641,509011
India,2022-02-15,27409,82817,347,42692943,41760458,509358
India,2022-02-16,30615,82988,514,42723558,41843446,509872
India,2022-02-17,30757,67538,541,42754315,41910984,510413
India,2022-02-18,25920,66254,492,42780235,41977238,510905
India,2022-02-19,22270,60298,325,42802505,42037536,511230
India,2022-02-20,19968,48847,673,42822473,42086383,511903
India,2022-02-21,16051,37901,206,42838524,42124284,512109
India,2022-02-22,13405,34226,235,42851929,42158510,512344
India,2022-02-23,15102,31377,278,42867031,42189887,512622
India,2022-02-24,14148,30009,302,42881179,42219896,512924
India,2022-02-25,13166,26988,302,42894345,42246884,513226
India,2022-02-26,11499,23598,255,42905844,42270482,513481
India,2022-02-27,10273,20439,243,42916117,42290921,513724
India,2022-02-28,8013,16765,119,42924130,42307686,513843
India,2022-03-01,6915,16864,180,42931045,42324550,514023
India,2022-03-02,7554,14123,223,42938599,42338673,514246
India,2022-03-03,6561,14947,142,42945160,42353620,514388
India,2022-03-04,6396,13450,201,42951556,42367070,514589
India,2022-03-05,5921,11651,289,42957477,42378721,514878
India,2022-03-06,5476,9754,158,42962953,42388475,515036
India,2022-03-07,4362,9620,66,42967315,42398095,515102
India,2022-03-08,3993,8055,108,42971308,42406150,515210
India,2022-03-09,4575,7416,145,42975883,42413566,515355
India,2022-03-10,4184,6554,104,42980067,42420120,515459
India,2022-03-11,4194,6208,255,42984261,42426328,515714
India,2022-03-12,3614,5185,89,42987875,42431513,515803
India,2022-03-13,3116,5559,47,42990991,42437072,515850
India,2022-03-15,5071,9099,124,42996062,42446171,515974
India,2022-03-16,2876,3884,98,42998938,42450055,516072
India,2022-03-17,2539,4491,60,43001477,42454546,516132
India,2022-03-18,2528,3997,149,43004005,42458543,516281
India,2022-03-19,2075,3383,71,43006080,42461926,516352
India,2022-03-20,1761,3196,127,43007841,42465122,516479
India,2022-03-21,1549,2652,31,43009390,42467774,516510
India,2022-03-22,1581,2741,33,43010971,42470515,516543
India,2022-03-23,1778,2542,62,43012749,42473057,516605
India,2022-03-24,1938,2531,67,43014687,42475588,516672
India,2022-03-25,1685,2499,83,43016372,42478087,516755
India,2022-03-26,1660,2349,4100,43018032,42480436,520855
India,2022-03-27,1421,1826,149,43019453,42482262,521004
India,2022-03-28,1270,1567,31,43020723,42483829,521035
India,2022-03-29,1259,1705,35,43021982,42485534,521070
India,2022-03-30,1233,1876,31,43023215,42487410,521101
India,2022-03-31,1225,1594,28,43024440,42489004,521129
India,2022-04-01,1335,1918,52,43025775,42490922,521181
India,2022-04-02,1260,1404,83,43027035,42492326,521264
India,2022-04-03,1096,1447,81,43028131,42493773,521345
India,2022-04-04,913,1316,13,43029044,42495089,521358
India,2022-04-05,795,1280,58,43029839,42496369,521416
India,2022-04-06,1086,1198,71,43030925,42497567,521487
India,2022-04-07,1033,1222,43,43031958,42498789,521530
India,2022-04-08,1109,1213,43,43033067,42500002,521573
India,2022-04-09,1150,1194,83,43034217,42501196,521656
India,2022-04-10,1054,1258,29,43035271,42502454,521685
India,2022-04-11,861,929,6,43036132,42503383,521691
India,2022-04-12,796,946,19,43036928,42504329,521710
India,2022-04-13,1088,1081,26,43038016,42505410,521736
India,2022-04-14,1007,818,1,43039023,42506228,521737
India,2022-04-15,949,810,6,43039972,42507038,521743
India,2022-04-16,975,796,4,43040947,42507834,521747
India,2022-04-17,1150,954,4,43042097,42508788,521751
India,2022-04-18,2183,1985,214,43044280,42510773,521965
India,2022-04-19,1247,928,1,43045527,42511701,521966
India,2022-04-20,2067,1547,40,43047594,42513248,522006
India,2022-04-21,2380,1231,56,43049974,42514479,522062
India,2022-04-22,2451,1589,54,43052425,42516068,522116
India,2022-04-24,5120,3411,77,43057545,42519479,522193
India,2022-04-25,2541,1862,30,43060086,42521341,522223
India,2022-04-26,2483,1970,1399,43062569,42523311,523622
India,2022-04-27,2927,2252,32,43065496,42525563,523654
India,2022-04-28,3303,2563,39,43068799,42528126,523693
India,2022-04-29,3377,2496,60,43072176,42530622,523753
India,2022-04-30,3688,2755,50,43075864,42533377,523803
India,2022-05-01,3324,2876,40,43079188,42536253,523843
India,2022-05-02,3157,2723,26,43082345,42538976,523869
India,2022-05-03,2568,2911,20,43084913,42541887,523889
India,2022-05-04,3205,2802,31,43088118,42544689,523920
India,2022-05-05,3275,3010,55,43091393,42547699,523975
India,2022-05-06,3545,3549,27,43094938,42551248,524002
India,2022-05-07,3805,3168,22,43098743,42554416,524024
India,2022-05-08,3451,3079,40,43102194,42557495,524064
India,2022-05-09,3207,3410,29,43105401,42560905,524093
India,2022-05-10,2288,3044,10,43107689,42563949,524103
India,2022-05-11,2897,2986,54,43110586,42566935,524157
India,2022-05-12,2827,3230,24,43113413,42570165,524181
India,2022-05-13,2841,3295,9,43116254,42573460,524190
India,2022-05-14,2858,3355,11,43119112,42576815,524201
India,2022-05-15,2487,2878,13,43121599,42579693,524214
India,2022-05-16,2202,2550,27,43123801,42582243,524241
India,2022-05-17,1569,2467,19,43125370,42584710,524260
India,2022-05-18,1829,2549,33,43127199,42587259,524293
India,2022-05-19,2364,2582,10,43129563,42589841,524303
India,2022-05-20,2259,2614,20,43131822,42592455,524323
India,2022-05-21,2323,2346,25,43134145,42594801,524348
India,2022-05-22,2226,2202,65,43136371,42597003,524413
India,2022-05-23,2022,2099,46,43138393,42599102,524459
India,2022-05-24,1675,1635,31,43140068,42600737,524490
India,2022-05-25,2124,1977,17,43142192,42602714,524507
India,2022-05-26,2628,2167,18,43144820,42604881,524525
India,2022-05-27,2710,2296,14,43147530,42607177,524539
India,2022-05-28,2685,2158,33,43150215,42609335,524572
India,2022-05-29,2828,2035,14,43153043,42611370,524586
India,2022-05-30,2706,2070,25,43155749,42613440,524611
India,2022-05-31,2338,2134,19,43158087,42615574,524630
India,2022-06-01,2745,2236,6,43160832,42617810,524636
India,2022-06-02,3712,2584,5,43164544,42620394,524641
India,2022-06-03,4041,2363,10,43168585,42622757,524651
India,2022-06-04,3962,2697,26,43172547,42625454,524677
India,2022-06-05,4270,2619,15,43176817,42628073,524692
India,2022-06-06,4518,2779,9,43181335,42630852,524701
India,2022-06-07,3714,2513,7,43185049,42633365,524708
India,2022-06-08,5233,3345,7,43190282,42636710,524715
India,2022-06-09,7240,3591,8,43197522,42640301,524723
India,2022-06-10,7584,3791,24,43205106,42644092,524747
India,2022-06-11,8329,4216,10,43213435,42648308,524757
India,2022-06-12,8582,4435,4,43222017,42652743,524761
India,2022-06-14,14678,8627,16,43236695,42661370,524777
India,2022-06-15,8822,5718,15,43245517,42667088,524792
